id,country,countryCode,region,regionCode,province,municipality,brgy,zipCode
3346,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,BAGUILAWA,4201
3347,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,BALAYONG,4201
3348,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,BARANGAY I (POB.),4201
3349,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,BARANGAY II (POB.),4201
3350,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,BARANGAY III (POB.),4201
3351,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,BARANGAY IV (POB.),4201
3352,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,BOLO,4201
3353,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,COLVO,4201
3354,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,CUPANG,4201
3355,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,DURUNGAO,4201
3356,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,GULIBAY,4201
3357,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,INICBULAN,4201
3358,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,LOCLOC,4201
3359,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,MAGALANG-GALANG,4201
3360,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,MALINDIG,4201
3361,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,MANALUPONG,4201
3362,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,MANGHINAO PROPER,4201
3363,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,MANGHINAO UNO,4201
3364,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,NEW DANGLAYAN,4201
3365,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,ORENSE,4201
3366,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,PITUGO,4201
3367,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,RIZAL,4201
3368,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAMPAGUITA,4201
3369,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN AGUSTIN,4201
3370,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN ANDRES PROPER,4201
3371,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN ANDRES UNO,4201
3372,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN DIEGO,4201
3373,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN MIGUEL,4201
3374,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN PABLO,4201
3375,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN PEDRO,4201
3376,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN ROQUE,4201
3377,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN TEODORO,4201
3378,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SAN VICENTE,4201
3379,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SANTA MARIA,4201
3380,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SANTO DOMINGO,4201
3381,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,BAUAN,SINALA,4201
3382,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BAGONG TUBIG,4212
3383,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BACLAS,4212
3384,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BALIMBING,4212
3385,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BAMBANG,4212
3386,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BARANGAY 1 (POB.),4212
3387,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BARANGAY 2 (POB.),4212
3388,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BARANGAY 3 (POB.),4212
3389,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BARANGAY 4 (POB.),4212
3390,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BARANGAY 5 (POB.),4212
3391,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BARANGAY 6 (POB.),4212
3392,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,BISAYA,4212
3393,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,CAHIL,4212
3394,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,CALUANGAN,4212
3395,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,CALANTAS,4212
3396,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,CAMASTILISAN,4212
3397,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,CORAL NI LOPEZ,4212
3398,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,CORAL NI BACAL,4212
3399,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,DACANLAO,4212
3400,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,DILA,4212
3401,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,LOMA,4212
3402,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,LUMBANG CALZADA,4212
3403,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,LUMBANG NA BATA,4212
3404,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,LUMBANG NA MATANDA,4212
3405,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,MADALUNOT,4212
3406,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,MAKINA,4212
3407,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,MATIPOK,4212
3408,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,MUNTING CORAL,4212
3409,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,NIYUGAN,4212
3410,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,PANTAY,4212
3411,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,PUTING BATO WEST,4212
3412,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,PUTING KAHOY,4212
3413,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,PUTING BATO EAST,4212
3414,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,QUISUMBING,4212
3415,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,SALONG,4212
3416,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,SAN RAFAEL,4212
3417,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,SINISIAN,4212
3418,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,TAKLANG ANAK,4212
3419,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,TALISAY,4212
3420,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,TAMAYO,4212
3421,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALACA,TIMBAIN,4212
3422,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BAGONG SILANG,4215
3423,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BAHA,4215
3424,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BALIBAGO,4215
3425,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BALITOC,4215
3426,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BIGA,4215
3427,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BUCAL,4215
3428,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,CARLOSA,4215
3429,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,CARRETUNAN,4215
3430,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,ENCARNACION,4215
3431,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,GULOD,4215
3432,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,HUKAY,4215
3433,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,LUCSUHIN,4215
3434,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,LUYA,4215
3435,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,PARAISO,4215
3436,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BARANGAY 1 (POB.),4215
3437,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BARANGAY 2 (POB.),4215
3438,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BARANGAY 3 (POB.),4215
3439,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,BARANGAY 4 (POB.),4215
3440,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,QUILITISAN,4215
3441,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,REAL,4215
3442,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,SAMBUNGAN,4215
3443,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,SANTA ANA,4215
3444,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,TALIBAYOG,4215
3445,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,TALISAY,4215
3446,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CALATAGAN,TANAGAN,4215
3447,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BALAGBAG,4222
3448,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BUNGAHAN,4222
3449,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,CALUMAYIN,4222
3450,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,DALIPIT EAST,4222
3451,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,DALIPIT WEST,4222
3452,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,DITA,4222
3453,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,DON JUAN,4222
3454,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,EMMANUEL,4222
3455,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,IBABAO,4222
3456,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,LABAC,4222
3457,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,PINAGKAISAHAN,4222
3458,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,SAN FELIPE,4222
3459,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,SAN ISIDRO,4222
3460,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BARANGAY 1 (POB.),4222
3461,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BARANGAY 2 (POB.),4222
3462,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BARANGAY 3 (POB.),4222
3463,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BARANGAY 4 (POB.),4222
3464,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BARANGAY 5 (POB.),4222
3465,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BARANGAY 6 (POB.),4222
3466,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BARANGAY 7 (POB.),4222
3467,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,CUENCA,BARANGAY 8 (POB.),4222
3468,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,BAGO,4230
3469,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,BALANGA,4230
3470,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,BUNGAHAN,4230
3471,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,CALAMIAS,4230
3472,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,CATANDALA,4230
3473,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,COLIAT,4230
3474,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,DAYAPAN,4230
3475,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,LAPU-LAPU,4230
3476,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,LUCSUHIN,4230
3477,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,MABALOR,4230
3478,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,MALAININ,4230
3479,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,MATALA,4230
3480,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,MUNTING-TUBIG,4230
3481,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,PALINDAN,4230
3482,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,PANGAO,4230
3483,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,PANGHAYAAN,4230
3484,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,POBLACION,4230
3485,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,QUILO,4230
3486,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,SABANG,4230
3487,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,SALABAN I,4230
3488,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,SAN AGUSTIN,4230
3489,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,SANDALAN,4230
3490,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,SANTO NI?,4230
3491,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,TALAIBON,4230
3492,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,TULAY NA PATPAT,4230
3493,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,IBAAN,SALABAN II,4230
3494,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,AS-IS,4221
3495,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BALAKILONG,4221
3496,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BERINAYAN,4221
3497,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BUGAAN EAST,4221
3498,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BUGAAN WEST,4221
3499,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BUSO-BUSO,4221
3500,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,DAYAP ITAAS,4221
3501,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,GULOD,4221
3502,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,J. LEVISTE,4221
3503,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,MOLINETE,4221
3504,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,NIYUGAN,4221
3505,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,PALIPARAN,4221
3506,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BARANGAY 1 (POB.),4221
3507,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BARANGAY 2 (POB.),4221
3508,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BARANGAY 3 (POB.),4221
3509,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BARANGAY 4 (POB.),4221
3510,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,BARANGAY 5 (POB.),4221
3511,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,SAN GABRIEL,4221
3512,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,SAN GREGORIO,4221
3513,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,SANTA MARIA,4221
3514,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LAUREL,TICUB,4221
3515,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,ANAK-DAGAT,4209
3516,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,ARUMAHAN,4209
3517,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,AYAO-IYAO,4209
3518,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,BAGONG POOK,4209
3519,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,BAGONG SIKAT,4209
3520,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,BALANGA,4209
3521,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,BUKAL,4209
3522,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,CAHILAN I,4209
3523,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,CAHILAN II,4209
3524,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,DAYAPAN,4209
3525,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,DITA,4209
3526,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,GULOD,4209
3527,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,LUCKY,4209
3528,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MAGUIHAN,4209
3529,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MAHABANG DAHILIG,4209
3530,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MAHAYAHAY,4209
3531,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MAIGSING DAHILIG,4209
3532,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MALIGAYA,4209
3533,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MALINIS,4209
3534,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MASALISI,4209
3535,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MATAAS NA BAYAN,4209
3536,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MATINGAIN I,4209
3537,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MATINGAIN II,4209
3538,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,MAYASANG,4209
3539,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,NIUGAN,4209
3540,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,NONONG CASTO,4209
3541,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,PALANAS,4209
3542,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,PAYAPA IBABA,4209
3543,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,PAYAPA ILAYA,4209
3544,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,DISTRICT I (POB.),4209
3545,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,DISTRICT II (POB.),4209
3546,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,DISTRICT III (POB.),4209
3547,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,DISTRICT IV (POB.),4209
3548,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,RIZAL,4209
3549,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,SAMBAL IBABA,4209
3550,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,SAMBAL ILAYA,4209
3551,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,SAN ISIDRO IBABA,4209
3552,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,SAN ISIDRO ITAAS,4209
3553,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,SANGALANG,4209
3554,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,TALAGA,4209
3555,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,TUBIGAN,4209
3556,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,TUBUAN,4209
3557,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,WAWA IBABA,4209
3558,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,WAWA ILAYA,4209
3559,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,SINISIAN EAST,4209
3560,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LEMERY,SINISIAN WEST,4209
3561,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,BAGONG POOK,4216
3562,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,BALIBAGO,4216
3563,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,BINUBUSAN,4216
3564,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,BUNGAHAN,4216
3565,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,CUMBA,4216
3566,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,HUMAYINGAN,4216
3567,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,KAPITO,4216
3568,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,LUMANIAG,4216
3569,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,LUYAHAN,4216
3570,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,MALARUHATAN,4216
3571,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,MATABUNGKAY,4216
3572,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,BARANGAY 1 (POB.),4216
3573,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,BARANGAY 2 (POB.),4216
3574,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,BARANGAY 3 (POB.),4216
3575,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,BARANGAY 4 (POB.),4216
3576,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,BARANGAY 5 (POB.),4216
3577,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,PRENZA,4216
3578,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,PUTING-KAHOY,4216
3579,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIAN,SAN DIEGO,4216
3580,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,ADYA,4217
3581,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,ANILAO,4217
3582,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,ANILAO-LABAC,4217
3583,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,ANTIPOLO DEL NORTE,4217
3584,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,ANTIPOLO DEL SUR,4217
3585,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,BAGONG POOK,4217
3586,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,SAN SEBASTIAN,4217
3587,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,BALINTAWAK,4217
3588,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,BANAYBANAY,4217
3589,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,BOLBOK,4217
3590,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,BUGTONG NA PULO,4217
3591,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,BULACNIN,4217
3592,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,BULAKLAKAN,4217
3593,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,CALAMIAS,4217
3594,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,CUMBA,4217
3595,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,DAGATAN,4217
3596,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,DUHATAN,4217
3597,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,HALANG,4217
3598,PHILIPPINES,PH,CALABARZON,REGION IV-A,BATANGAS,LIPA CITY,INOSLOBAN,4217
